yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peg,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
047810.KS,047810,한국항공우주,126717,,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",KOSPI,주권,KRX,130500.0,139825.0,145583.33333333334,162393.33333333334,150072.5,-13.042029685651935,202000.0,-35.396039603960396,51.50501672239998,-20.48,-23.19,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,8.05,37.62,23.83,54.0,7.32,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,0.38,26.2,500.0,487.38,OpenDART,25.99,5.0,False,5.0,OpenDART,,3.94,,,188294.0,,,44.29,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,-8.9,2025.0,11011.0,2,1,1,1,6.71,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-08-21,4.25,0,0,12,0,0,5,5,5,27,D,58
307950.KS,307950,현대오토에버,122859,,"차량SW, 내비게이션, 스마트팩토리, AI·클라우드 기반 솔루션, 디지털 전환 컨설팅 및 IT서비스",KOSPI,주권,KRX,450500.0,409150.0,534191.6666666666,496316.6666666667,428440.5,5.148789621896157,938000.0,-51.97228144989339,68.76404494381589,4.77,-29.39,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,6.84,37.41,2.19,58.0,6.75,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,4236.08,1865.32,3011.25,17304.72,-14293.47,0.42,28.6,1900.0,521.04,OpenDART,18.56,5.0,False,5.0,OpenDART,,3.75,,,575625.0,,,27.77,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,15.08,2025.0,11011,2,1,1,1,8.48,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-21,4.25,0,0,12,0,12,5,1,3,33,D,59
000720.KS,000720,현대건설,117591,,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",KOSPI,주권,KRX,105600.0,105345.0,115008.33333333333,137711.66666666666,116364.5,-9.250673530157394,188700.0,-44.03815580286168,61.04417670681015,-3.03,-30.53,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-30.35,14.22,26.81,25.0,1.4,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,-2070.19,-2605.7,28806.24,101587.39,-72781.15,0.76,24.1,800.0,899.81,OpenDART,10.06,3.0,False,3.0,OpenDART,,3.95,,,172368.0,,,63.23,,,Naver/FnGuide,,KRW,2026-08-20,2025.0,OFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,,,,,,,토목 건설업,토목 건설업,2026-08-21,4.25,4,6,0,0,0,0,3,5,18,D,60
005830.KS,005830,DB손해보험,116459,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,177500.0,165575.0,153441.66666666666,162644.16666666666,152124.0,16.681128553022535,205500.0,-13.62530413625304,66.35220125784703,7.32,19.45,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-3.4,4.18,44.46,8.03,0.95,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,4.28,25.7,7600.0,4608.9,OpenDART,18.22,5.0,False,5.0,OpenDART,,3.93,,,220714.0,,,24.35,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,1.43,2025.0,11011.0,3,2,2,2,,,,,,,보험업,보험업,2026-08-21,4.25,12,8,16,0,0,0,1,5,42,C,61
078930.KS,078930,GS,107944,,지주회사/부동산 임대,KOSPI,주권,KRX,116700.0,99860.0,83090.0,76953.33333333333,70096.75,66.48418079297542,119700.0,-2.506265664160401,74.63768115940135,24.68,51.56,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,40.85,5.41,18.76,5.0,0.74,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,2.57,35.6,3000.0,2841.14,OpenDART,6.27,5.0,False,5.0,OpenDART,,4.0,,,133600.0,,,14.48,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,-21.64,2025.0,11011.0,18,17,17,16,0.12,8.0,1.03,9.04,-37.5,-28.16,기타 금융업,기타 금융업,2026-08-21,4.25,15,10,6,20,0,10,1,0,62,B,62
003230.KS,003230,삼양식품,102900,,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",KOSPI,주권,KRX,1364000.0,1247000.0,1167933.3333333333,1203641.6666666667,1225245.0,11.324673840742056,1630000.0,-16.319018404907975,67.18749999999837,21.03,5.25,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,43.18,19.3,16.97,16.0,6.53,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,0.35,9.2,4800.0,359.94,OpenDART,50.79,5.0,False,5.0,OpenDART,,4.0,,,1856429.0,,,36.1,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,75.62,2025.0,11011.0,2,1,1,1,0.37,,,,,,기타 식품 제조업,기타 식품 제조업,2026-08-21,4.25,8,0,20,20,15,10,1,5,79,A,63
071050.KS,071050,한국금융지주,102814,,금융지주회사,KOSPI,주권,KRX,184600.0,196700.0,219183.33333333334,229704.16666666666,211468.5,-12.705674840460873,292500.0,-36.888888888888886,37.52834467119586,-16.66,-26.89,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,94.33,4.83,36.67,4.0,0.84,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,-76072.18,-76406.29,32860.45,1240624.37,-1207763.92,4.71,25.1,8690.0,5078.16,OpenDART,55.75,5.0,True,5.0,OpenDART,,4.0,,,322750.0,,,74.84,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,69.05,2025.0,11011,18,17,17,16,0.04,8.0,1.03,8.82,-50.0,-18.45,기타 금융업,기타 금융업,2026-08-21,4.25,15,8,16,20,15,10,5,5,94,S,64
259960.KS,259960,크래프톤,102425,,<배틀그라운드> 등 게임 소프트웨어,KOSPI,주권,KRX,220500.0,237000.0,237341.66666666666,245050.0,247710.0,-10.984619111057285,386000.0,-42.87564766839378,34.09090909090186,-7.16,-15.36,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-43.16,14.43,43.45,11.0,1.33,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,1.02,13.6,2240.0,995.75,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,368333.0,,,67.04,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,12.39,2025.0,11011,2,1,1,1,,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-08-21,4.25,12,6,12,0,8,0,3,5,46,C,65
323410.KS,323410,카카오뱅크,101626,,은행 및 금융서비스,KOSPI,주권,KRX,21200.0,21790.0,22130.0,23172.5,23042.5,-7.996094173809265,37000.0,-42.7027027027027,37.499999999835936,-4.07,-5.36,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,9.1,27.52,17.7,17.0,1.55,7.23,1032.02,4.78,7.0,16.34,744 -> 923 -> 1007,30863.0,6494.0,4803.0,21.04,15.56,60057.65,59360.83,20911.53,696599.09,-675687.56,2.17,45.64,460.0,2191.95,OpenDART,79.15,4.0,False,4.0,OpenDART,,3.69,,,29500.0,,,39.15,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,OFS,11011.0,OpenDART,16.34,2025.0,11011.0,2,1,1,1,1.87,,,,,,은행 및 저축기관,은행 및 저축기관,2026-08-21,4.25,8,6,6,5,12,5,5,5,52,C,66
005940.KS,005940,NH투자증권,96362,,"증권업,종합금융",KOSPI,주권,KRX,26000.0,27752.5,29648.333333333332,31556.666666666668,28245.15,-7.948798289263825,39200.0,-33.6734693877551,32.857142857077136,-13.33,-18.75,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,46.15,6.96,13.48,6.0,1.03,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,136989.0,14206.0,10315.0,10.37,7.53,-54216.16,-54494.16,26308.3,739472.94,-713164.64,5.0,47.29,1300.0,4878.35,OpenDART,22.92,5.0,True,5.0,OpenDART,,3.94,,,42588.0,,,63.8,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,34.9,2025.0,11011.0,5,4,4,4,0.13,6.0,1.23,12.72,0.0,-16.26,금융 지원 서비스업,금융 지원 서비스업,2026-08-21,4.25,15,8,12,20,15,10,3,5,88,S,67
003490.KS,003490,대한항공,95000,,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",KOSPI,주권,KRX,25800.0,25995.0,26615.0,25806.666666666668,24648.75,4.670622242507227,30000.0,-14.000000000000002,49.074074073946846,0.19,-6.01,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,-40.82,8.45,46.22,27.0,0.9,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,40751.91,-2209.29,18699.88,389469.74,-370769.86,2.91,35.5,750.0,2770.54,OpenDART,0.0,4.0,False,4.0,OpenDART,,3.9,,,36700.0,,,42.25,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,-14.28,2025.0,11011.0,1,0,0,0,,,,,,,항공 여객 운송업,항공 여객 운송업,2026-08-21,4.25,0,8,6,0,0,0,5,5,24,D,68
006260.KS,006260,LS,91572,,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",KOSPI,주권,KRX,292500.0,304225.0,348750.0,351237.5,294458.0,-0.6649505192591133,553000.0,-47.10669077757685,56.88311688311275,-9.02,-47.11,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,14.75,14.43,16.4,14.0,1.59,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,,25.25,,683.69,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,563400.0,,,92.62,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,-20.96,2025.0,11011,18,17,17,16,0.95,8.0,0.96,9.04,75.0,65.63,기타 금융업,기타 금융업,2026-08-21,4.25,8,6,6,16,0,5,3,3,47,C,69
0126Z0.KS,0126Z0,삼성에피스홀딩스,89578,,지주회사,KOSPI,주권,KRX,361500.0,388075.0,410883.3333333333,473791.6666666667,,,743000.0,-51.34589502018842,46.60633484162601,-4.87,-26.22,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,,35.03,6.89,43.0,1.69,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,,,,,,,,,,,,4.0,,,593333.0,,,64.13,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,,,,18,17,17,17,,8.0,0.96,8.91,437.5,76.04,기타 금융업,기타 금융업,2026-08-21,4.25,0,6,0,0,0,0,5,3,14,D,70
047050.KS,047050,포스코인터내셔널,89016,,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",KOSPI,주권,KRX,50300.0,53277.5,54095.0,64785.0,61650.75,-18.411373746466992,87300.0,-42.38258877434135,45.604395604360526,-11.13,-26.35,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,19.35,14.68,7.85,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,3.68,51.3,1850.0,3153.22,OpenDART,22.76,5.0,False,5.0,OpenDART,,4.0,,,89692.0,,,78.31,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,-4.58,2025.0,11011.0,1,0,0,0,0.52,,,,,,상품 중개업,상품 중개업,2026-08-21,4.25,12,6,6,20,0,8,5,5,62,B,71
443060.KS,443060,HD현대마린솔루션,88635,,"AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",KOSPI,주권,KRX,196300.0,196125.0,210668.33333333334,207442.5,202721.0,-3.1674074220233726,280500.0,-30.017825311942957,62.25402504470713,-8.7,-23.47,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,13.41,31.31,30.1,26.0,10.8,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,2.01,65.7,3950.0,1770.79,OpenDART,25.4,2.0,False,2.0,OpenDART,,4.0,,,314727.0,,,60.33,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,26.16,2025.0,11011.0,2,1,1,1,1.94,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-08-21,4.25,0,0,20,5,15,5,3,5,53,C,72
028050.KS,028050,삼성E&A,88494,,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",KOSPI,주권,KRX,45150.0,46910.0,46794.166666666664,45641.666666666664,38300.25,17.88434801339417,64400.0,-29.891304347826086,54.45544554450413,-3.22,-17.31,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,-18.44,6.49,38.93,13.0,1.95,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,1.75,25.1,790.0,1548.4,OpenDART,19.7,2.0,False,2.0,OpenDART,,4.0,,,67069.0,,,48.55,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,-9.5,2025.0,11011.0,2,1,1,1,,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-08-21,4.25,8,3,12,0,0,0,5,5,33,D,73
016360.KS,016360,삼성증권,82156,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,87800.0,93750.0,107080.0,107753.33333333333,98004.0,-10.411819925717317,149500.0,-41.27090301003344,37.81249999998346,-16.3,-30.76,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,12.03,5.76,26.18,5.0,0.97,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,4.56,35.46,4000.0,3572.0,OpenDART,33.01,5.0,True,5.0,OpenDART,,3.88,,,152588.0,,,73.79,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,35.65,2025.0,11011.0,5,4,4,4,0.42,6.5,1.23,12.06,-23.08,-21.14,금융 지원 서비스업,금융 지원 서비스업,2026-08-21,4.25,15,8,12,20,15,5,5,5,85,S,74
161390.KS,161390,한국타이어앤테크놀로지,81757,,타이어 제조,KOSPI,주권,KRX,66300.0,68360.0,68365.0,64169.166666666664,62875.5,5.446477562802682,76700.0,-13.559322033898304,46.2264150943091,-13.56,4.25,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-2.26,6.24,39.47,7.0,0.67,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,3.47,25.8,2300.0,2805.74,OpenDART,42.19,5.0,False,5.0,OpenDART,,4.0,,,91636.0,,,38.21,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,22.99,2025.0,11011.0,1,0,0,0,,,,,,,고무제품 제조업,고무제품 제조업,2026-08-21,4.25,15,10,6,0,12,0,5,5,53,C,75
090430.KS,090430,아모레퍼시픽,80720,,"화장품,생활용품 제조, 판매",KOSPI,주권,KRX,137300.0,131885.0,119211.66666666667,125762.5,127325.5,7.833858889224861,165100.0,-16.838279830405813,61.695906432723284,15.38,15.67,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-60.27,34.27,26.38,26.0,1.74,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,0.9,36.3,1240.0,856.01,OpenDART,22.17,5.0,True,5.0,OpenDART,,3.94,,,177235.0,,,29.09,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,14.4,2025.0,11011,3,2,2,2,,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-08-21,4.25,0,6,0,0,8,0,3,5,22,D,76
180640.KS,180640,한진칼,78712,,"지주사업, 경영자문 및 컨설팅",KOSPI,주권,KRX,117900.0,116180.0,117588.33333333333,117699.16666666667,117056.5,0.7205921926591005,173000.0,-31.84971098265896,58.115183246052,12.39,1.46,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-68.82,25.59,18.89,46.02,2.25,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,0.31,15.6,360.0,242.39,OpenDART,28.42,4.0,False,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-08-20,2025.0,CFS,11011.0,OpenDART,-36.56,2025.0,11011.0,18,17,17,16,,8.0,0.96,9.04,475.25,134.38,기타 금융업,기타 금융업,2026-08-21,4.25,0,3,0,0,0,0,3,5,11,D,77
007660.KS,007660,이수페타시스,72895,,"P.C.B(인쇄회로기판),M.L.B 제조",KOSPI,주권,KRX,98900.0,86050.0,103228.33333333333,113770.0,116525.0,-15.125509547307445,161400.0,-38.72366790582404,73.04832713752747,5.89,-29.21,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,102.24,38.82,16.73,25.0,8.31,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,1687.53,-128.51,1627.8,5333.13,-3705.33,,11.0,,168.84,OpenDART,,0.0,False,1.0,OpenDART,,4.0,,,177917.0,,,79.9,,,Naver/FnGuide,,KRW,2026-08-12,2025.0,CFS,11011.0,OpenDART,77.17,2025.0,11011.0,6,5,5,5,0.24,55.0,6.4,6.14,-54.55,29.84,전자부품 제조업,전자부품 제조업,2026-08-21,4.25,4,0,20,20,15,10,1,5,75,A,78
352820.KS,352820,하이브,72376,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,168100.0,180735.0,201066.66666666666,242800.0,278405.0,-39.62033727842532,404500.0,-58.442521631644006,48.95591647330196,-20.33,-28.77,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,-95.0,455.33,18.68,39.0,2.21,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.3,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,3.0,OpenDART,,4.0,,,328500.0,,,95.42,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,1,0,0,0,,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-08-21,4.25,0,3,0,0,0,0,5,3,11,D,79
009830.KS,009830,한화솔루션,72078,,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업",KOSPI,주권,KRX,32050.0,30660.0,32982.11666666667,37633.558333333334,34317.44,-6.607252755450296,55179.0,-41.916308740644084,65.85956416460427,6.83,-23.56,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,,,12.67,20.0,0.64,-7.01,196.32,7.58,,,-,133331.0,-3648.0,-6153.0,-2.74,-4.61,-6550.06,-26725.12,24704.61,219589.72,-194885.11,,,,,,,0.0,,2.0,OpenDART,,3.92,,,44835.0,,,39.89,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,,,,2,0,1,1,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-08-21,4.25,4,10,0,0,0,0,1,5,20,D,80
039490.KS,039490,키움증권,70291,,"유가증권의 매매, 위탁, 인수, 주선",KOSPI,주권,KRX,268500.0,284200.0,322800.0,377641.6666666667,358940.0,-25.19641165654427,495500.0,-45.81231079717457,40.520446096650055,-14.63,-32.96,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,38.22,5.91,29.14,4.0,1.02,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,4.28,27.05,11500.0,3011.1,OpenDART,56.5,5.0,True,5.0,OpenDART,,4.0,,,450588.0,,,67.82,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,64.21,2025.0,11011,5,4,4,4,0.1,6.5,1.23,12.06,-38.46,-17.07,금융 지원 서비스업,금융 지원 서비스업,2026-08-21,4.25,15,8,16,20,15,10,5,3,92,S,81
064400.KS,064400,LG씨엔에스,69370,,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",KOSPI,주권,KRX,71600.0,69850.0,80561.66666666667,73780.0,70025.5,2.2484666300133522,143700.0,-50.17397355601948,63.50148367949884,2.43,-13.63,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,8.8,13.5,5.19,15.0,2.28,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,4181.68,3649.95,11409.88,23438.36,-12028.48,2.58,40.9,1850.0,1792.39,OpenDART,15.84,5.0,False,5.0,OpenDART,,4.0,,,98182.0,,,37.13,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,9.24,2025.0,11011,2,1,1,1,1.7,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-08-21,4.25,8,3,16,5,8,5,3,3,51,C,82
005387.KS,005387,현대차2우B,68564,,,KOSPI,주권,KRX,196100.0,197720.0,218356.66666666666,238378.33333333334,235605.0,-16.767470978969037,323500.0,-39.381761978361666,44.79830148618626,-4.57,-28.17,daily_close,NXT 미확인,2026-08-21 20:57 KST,,,-23.26,5.89,25.1,5.0,0.45,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,,,,,,,,,,,,,,,,,4.0,,,722000.0,,,268.18,,,Naver/FnGuide,,,2026-08-18,,,,,-9.97,,,2,1,1,1,,,,,,,,,2026-08-21,4.25,15,10,6,0,0,0,5,5,41,C,83
021240.KS,021240,코웨이,67865,,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",KOSPI,주권,KRX,96000.0,94130.0,92300.0,86527.5,86105.0,11.491783287846234,113200.0,-15.19434628975265,58.73015873012611,5.84,2.45,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,11.66,9.28,54.71,9.0,1.84,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,355.44,-2016.74,1821.91,33863.95,-32042.04,,22.2,,1372.89,OpenDART,4.0,0.0,False,2.0,OpenDART,,4.0,,,131667.0,,,37.15,,,Naver/FnGuide,,KRW,2026-08-18,2025.0,CFS,11011.0,OpenDART,15.76,2025.0,11011.0,1,0,0,0,0.77,,,,,,그외 기타 개인 서비스업,그외 기타 개인 서비스업,2026-08-21,4.25,12,3,16,16,12,5,3,5,72,A,84
000100.KS,000100,유한양행,65549,,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",KOSPI,주권,KRX,82200.0,77955.0,75236.66666666667,84723.33333333333,96340.0,-14.677184969898278,163700.0,-49.78619425778864,67.32283464563218,15.13,-4.2,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,175.23,75.25,20.44,39.0,2.69,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,1062.27,-282.5,3485.65,8586.41,-5100.76,0.73,23.1,600.0,448.7,OpenDART,14.47,5.0,False,5.0,OpenDART,,4.0,,,122333.0,,,48.82,,,Naver/FnGuide,,KRW,2026-08-21,2025.0,CFS,11011,OpenDART,19.5,2025.0,11011,2,1,1,1,0.22,,,,,,의약품 제조업,의약품 제조업,2026-08-21,4.25,0,3,6,20,12,10,1,3,55,B,85
326030.KS,326030,SK바이오팜,65548,,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,KOSPI,주권,KRX,83100.0,83315.0,84690.0,92203.33333333333,104703.0,-20.632646629036415,140700.0,-40.93816631130064,60.63348416285752,4.27,-14.06,nxt_web_latest,NXT 체결가,2026-08-21 20:53 KST,,,10.9,36.34,12.59,20.0,7.17,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,1763.34,1468.23,3077.71,3720.39,-642.68,,,,,,,,,,,,4.0,,,138929.0,,,67.18,,,Naver/FnGuide,,KRW,2026-08-19,2025.0,CFS,11011.0,OpenDART,,,,1,0,0,0,1.83,,,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-08-21,4.25,4,0,20,5,0,5,3,5,42,C,86
