yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_pbr_gap,peer_per_avg,peer_per_gap,cagr,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
0009K0.KQ,0009K0,에임드바이오,14135,기술성장기업부,,KOSDAQ,주권,KRX,21650.0,23720.0,23597.333333333332,31671.583333333332,,,72500.0,-70.13793103448276,32.7272727272172,-11.63,-13.57,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,626.65,2.47,37.52,7.42,5.13,3.32,300.85,,,-,472.78,207.69,50.18,43.93,10.61,178.6,174.97,1064.08,63.97,1000.11,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,,,31.43,-31.49,9,1,7,7,-76.39,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-18,4.25,0,0,6,0,0,0,3,1,10,D,63
241710.KQ,241710,코스메카코리아,14033,우량기업부,,KOSDAQ,주권,KRX,132100.0,134670.0,105306.66666666667,91142.5,85643.5,54.24404654176907,153900.0,-14.165042235217673,34.28063943160781,-3.79,98.05,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,6.16,15.61,23.46,20.0,5.51,19.29,87.91,22.24,38.25,42.68,2090 -> 4008 -> 4255,6409.29,835.37,578.38,13.03,9.02,550.35,-64.17,688.52,2955.89,-2267.37,0.5,6.83,,39.52,OpenDART,,0.0,False,0.0,OpenDART,,4.0,,,134667.0,,,1.94,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,3.25,2025.0,11011.0,,,2,1,1,1,,,,42.68,기타 화학제품 제조업,기타 화학제품 제조업,2026-09-18,4.25,4,0,16,0,15,5,3,5,48,C,64
039200.KQ,039200,오스코텍,13983,벤처기업부,,KOSDAQ,주권,KRX,37050.0,35852.5,34333.333333333336,40433.333333333336,44861.0,-17.411560152470965,62000.0,-40.24193548387097,59.615384615304365,0.95,-1.85,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,5847.83,547.23,12.33,14.62,6.37,33.87,23.02,193.53,,,23 -> 1368,998.39,520.81,543.97,52.16,54.48,83.02,,151.92,430.06,-278.14,,,,,,,,,,,,4.0,,,67000.0,,,80.84,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.0,,,3.49,7.59,7,5,6,6,82.52,28.0,-47.79,,의약품 제조업,의약품 제조업,2026-09-18,4.25,8,0,20,0,0,10,3,5,46,C,65
323280.KQ,323280,태성,13879,중견기업부,,KOSDAQ,주권,KRX,45250.0,47032.5,42039.166666666664,51687.916666666664,54159.75,-16.450869880307792,89700.0,-49.55406911928651,42.33128834353405,-6.6,-2.27,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,103.42,4.15,585.37,11.11,-3.0,34.71,-35.98,-141.67,,-,378.59,-25.06,-25.37,-6.62,-6.7,-97.49,-498.39,491.19,444.52,46.67,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,,,5.54,8.98,20,17,18,18,100.54,30.0,1851.23,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,0,0,0,0,0,0,5,3,8,D,66
078600.KQ,078600,대주전자재료,13819,우량기업부,,KOSDAQ,주권,KRX,88000.0,86980.0,84318.33333333333,109661.66666666667,99005.5,-11.116049108382867,182800.0,-51.85995623632385,43.31210191080872,6.15,-12.61,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-43.95,667.76,13.94,141.85,5.01,8.6,155.9,16.1,-29.59,444.67,45 -> 2382 -> 1335,2546.13,206.86,208.99,8.12,8.21,109.49,-128.37,870.95,4023.25,-3152.3,0.11,6.7,100.0,15.14,OpenDART,0.0,2.0,False,4.0,OpenDART,,4.0,,,153000.0,,,73.86,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,5.38,18.61,9,5,6,6,-6.88,18.0,688.06,444.67,전자부품 제조업,전자부품 제조업,2026-09-18,4.25,0,0,6,0,15,0,5,3,29,D,67
035900.KQ,035900,JYP Ent.,13680,우량기업부,,KOSDAQ,주권,KRX,38700.0,39305.0,44282.5,51684.583333333336,58505.25,-33.852090197033604,85100.0,-54.524089306697995,36.78160919528393,-0.26,-24.12,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,64.27,25.19,14.01,12.0,2.01,29.21,36.19,36.57,20.97,23.33,2971 -> 2751 -> 4519,8218.55,1552.46,1605.63,18.89,19.54,1243.33,1018.25,2944.72,2261.42,683.3,2.27,18.1,877.0,290.58,OpenDART,64.23,2.0,False,2.0,OpenDART,,4.0,,,67389.0,,,74.13,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,0.19,2025.0,11011.0,,,3,2,2,2,,,,23.33,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-09-18,4.25,12,3,20,20,12,10,5,3,85,S,68
204270.KQ,204270,제이앤티씨,13623,중견기업부,,KOSDAQ,주권,KRX,23700.0,20819.0,17581.166666666668,18199.25,19054.55,24.379741321626597,29450.0,-19.524617996604416,67.78846153837029,24.74,5.57,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,39.18,3.54,,5.21,-31.32,121.3,-32.03,,,-,1856.53,-779.96,-915.81,-42.01,-49.33,-23.26,-375.38,363.68,3004.65,-2640.97,,,,,,,,,,,,4.0,,,26000.0,,,9.7,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,,,5.28,18.61,9,6,6,6,-1.33,21.0,,,전자부품 제조업,전자부품 제조업,2026-09-18,4.25,0,0,0,0,0,0,1,5,6,D,69
950160.KQ,950160,코오롱티슈진,13569,외국기업(소속부없음),,KOSDAQ,주식예탁증권,KRX,15970.0,17542.0,37955.5,71953.58333333333,78333.65,-79.61284837359169,138800.0,-88.49423631123919,31.625835189210974,-23.04,-84.2,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,3.81,,7.47,-183.43,561.65,1.96,,,-,52.0,-223.0,-1926.0,-428.85,-3703.85,-0.17,-1.0,0.47,2.51,-2.04,,,,,,,,,,,,3.0,,,280000.0,,,1653.29,,,Naver/FnGuide,외화 공시 환산 필요,USD,2026-09-17,2025.0,OFS,11011.0,OpenDART,,,,23.18,-4.45,6,2,5,5,-67.77,,,,기초 의약물질 제조업,기초 의약물질 제조업,2026-09-18,4.25,0,0,0,0,0,0,3,1,4,D,70
082920.KQ,082920,비츠로셀,13248,우량기업부,,KOSDAQ,주권,KRX,29450.0,28557.5,30995.833333333332,40352.916666666664,32617.905,-9.712165756813624,64100.0,-54.05616224648986,66.97674418595929,-3.44,-27.19,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,10.56,11.12,28.59,16.4,3.23,18.56,12.21,15.32,33.53,23.31,826 -> 1136 -> 1256,2430.83,692.68,569.25,28.5,23.42,635.86,521.59,243.75,403.47,-159.72,0.88,20.5,260.0,116.83,OpenDART,9.14,5.0,True,5.0,OpenDART,,4.0,,,40500.0,,,37.52,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,1.55,2025.0,11011.0,,,2,1,1,1,,,,23.31,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-09-18,4.25,8,0,16,5,12,5,1,3,50,C,71
347700.KQ,347700,스피어,12449,기술성장기업부,,KOSDAQ,주권,KRX,24450.0,21131.0,20888.0,30315.0,29075.3,-15.908004388604757,53100.0,-53.954802259887,64.1277641276906,4.26,14.25,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-98.98,1590.82,9.86,29.29,5.79,0.43,49.85,11.94,-40.13,,491 -> 5,956.39,90.52,1.7,9.46,0.18,-146.67,-147.13,41.67,317.23,-275.56,,,,,,,,,,,,4.0,,,50000.0,,,104.5,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,,,,,3,1,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-18,4.25,0,0,0,0,0,0,3,3,6,D,72
290650.KQ,290650,엘앤씨바이오,12433,우량기업부,,KOSDAQ,주권,KRX,46000.0,48962.35,59271.833333333336,64393.40833333333,67148.07,-31.494680338541382,114575.0,-59.85162557276893,38.72549019605591,-6.87,-49.58,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,192.78,8.46,21.91,,3.94,-57.68,118.98,18.75,12.82,,2132 -> 6242,854.76,44.16,-1382.47,5.17,-161.74,125.65,-44.7,308.88,2481.04,-2172.16,0.11,,50.0,11.34,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,3.54,9.66,7,6,6,6,11.3,21.31,,,의약품 제조업,의약품 제조업,2026-09-18,4.25,0,0,0,0,0,10,5,3,18,D,73
003380.KQ,003380,하림지주,12309,우량기업부,,KOSDAQ,주권,KRX,11100.0,11071.0,10445.166666666666,11385.833333333334,11981.3,-7.355629188819238,19610.0,-43.39622641509434,57.75401069475479,4.91,15.62,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,772.77,17.26,7.9,7.38,0.31,7.29,170.94,7.67,15.92,148.93,331 -> 235 -> 2051,132148.84,8874.27,5137.6,6.72,3.89,11410.68,6803.36,14593.4,107306.95,-92713.55,1.08,,120.0,,OpenDART,0.0,3.0,False,3.0,OpenDART,,4.0,,,16500.0,,,48.65,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,0.01,2025.0,11011.0,,,3,2,2,2,,,,148.93,기타 금융업,기타 금융업,2026-09-18,4.25,15,10,6,20,15,10,3,5,84,A,74
127120.KQ,127120,제이에스링크,12045,벤처기업부,,KOSDAQ,주권,KRX,32450.0,32340.0,34663.333333333336,37022.083333333336,32649.85,-0.6121008212901393,48900.0,-33.640081799591,48.18481848180366,-4.56,-7.68,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,3.14,,11.28,-35.13,79.37,21.38,,,-,193.16,-124.87,-164.45,-64.65,-85.14,-93.87,-534.7,404.31,544.44,-140.13,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-15,2025.0,CFS,11011.0,OpenDART,,,,31.43,-18.83,9,2,7,7,-64.11,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-18,4.25,0,0,0,0,0,0,5,5,10,D,75
195940.KQ,195940,HK이노엔,11048,우량기업부,,KOSDAQ,주권,KRX,38900.0,41537.5,40347.5,43762.083333333336,47003.5,-17.240205516610466,57600.0,-32.46527777777778,23.225806451570946,-5.12,0.52,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,22.91,20.56,12.27,13.0,0.88,5.87,57.85,18.52,25.74,26.83,1661 -> 2174 -> 2672,10631.51,1108.77,757.0,10.43,7.12,1620.1,756.77,914.06,7685.33,-6771.27,1.05,15.3,410.0,116.15,OpenDART,8.61,5.0,False,5.0,OpenDART,,4.0,,,62857.0,,,61.59,,,Naver/FnGuide,,KRW,2026-09-15,2025.0,OFS,11011.0,OpenDART,0.57,2025.0,11011.0,3.99,9.66,7,5,6,6,-77.94,28.0,-53.57,26.83,의약품 제조업,의약품 제조업,2026-09-18,4.25,8,8,6,20,15,8,1,5,71,A,76
166090.KQ,166090,하나머티리얼즈,11016,우량기업부,,KOSDAQ,주권,KRX,55400.0,52282.5,54443.333333333336,61608.333333333336,58588.0,-5.441387314808494,81100.0,-31.689272503082616,59.04522613061174,3.75,-7.97,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,20.8,21.83,21.97,13.0,1.65,9.39,47.86,8.7,15.44,5.86,1731 -> 1606 -> 1940,2734.82,500.81,383.76,18.31,14.03,685.43,482.22,394.97,2219.26,-1824.29,0.54,15.1,300.0,57.87,OpenDART,-20.63,5.0,True,5.0,OpenDART,,4.0,,,82667.0,,,49.22,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.62,2025.0,11011.0,4.87,2.98,5,2,4,4,-66.12,,,5.86,반도체 제조업,반도체 제조업,2026-09-18,4.25,8,6,6,20,4,8,3,5,60,B,77
252990.KQ,252990,샘씨엔에스,10429,우량기업부,,KOSDAQ,주권,KRX,17300.0,14212.5,13491.333333333334,12999.333333333334,11290.35,53.228199302944546,17300.0,0.0,80.30303030287544,34.32,40.42,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,779.85,146.66,150.63,18.81,19.32,192.43,99.32,87.94,871.98,-784.04,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-17,2025.0,OFS,11011.0,OpenDART,,,,5.21,15.99,9,6,7,7,,21.0,,,전자부품 제조업,전자부품 제조업,2026-09-18,4.25,0,0,0,0,0,0,1,0,1,D,78
056190.KQ,056190,SFA,10054,우량기업부,,KOSDAQ,주권,KRX,28150.0,24967.5,22907.833333333332,25680.166666666668,26386.6,6.682937551636063,35650.0,-21.037868162692845,69.3023255813051,18.78,18.03,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,37.83,21.28,13.05,13.98,0.71,6.11,49.77,-20.26,,,1113 -> 1534,16309.5,858.61,521.03,5.26,3.19,1516.38,568.22,2959.24,7516.75,-4557.51,3.37,48.5,950.0,267.07,OpenDART,2.98,5.0,True,5.0,OpenDART,,4.0,,,37500.0,,,33.21,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,0.37,2025.0,11011,5.79,8.98,20,17,18,18,-87.74,32.0,-56.31,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,8,10,6,20,0,10,1,5,60,B,79
293490.KQ,293490,카카오게임즈,9777,중견기업부,,KOSDAQ,주권,KRX,9290.0,9037.0,8372.833333333334,9620.416666666666,11783.5,-21.16094538973989,23500.0,-60.46808510638297,55.24017467232023,9.17,10.6,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,4.4,-8.0,0.71,-7.93,123.44,-25.86,-307.33,,-,4650.19,-395.91,-1430.85,-8.51,-30.77,-442.67,-554.17,4921.59,14788.0,-9866.41,,,,,,,,,,,,3.29,,,8914.0,,,-4.05,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,,,,,,3,2,2,2,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-09-18,4.25,0,10,0,0,0,0,3,1,14,D,80
232140.KQ,232140,와이씨,9771,우량기업부,,KOSDAQ,주권,KRX,11960.0,11652.5,10751.666666666666,14498.0,15644.3,-23.55043050823622,23700.0,-49.53586497890296,61.80698151932951,19.96,-7.79,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,75.37,55.92,3.75,30.0,2.38,5.56,27.51,29.07,60.38,19.34,165 -> 134 -> 235,2726.3,169.9,289.84,6.23,10.63,411.93,245.48,982.3,1309.93,-327.63,,,,,,,,,,,,4.0,,,17667.0,,,47.72,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,0.4,,,5.79,8.98,20,17,18,18,-58.89,32.0,-6.25,19.34,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,0,3,6,20,12,10,3,3,57,B,81
458870.KQ,458870,씨어스,9528,기술성장기업부,,KOSDAQ,주권,KRX,24750.0,22307.5,26708.333333333332,33284.166666666664,38669.915,-35.996756134581624,63034.0,-60.73547609226766,76.86567164163043,18.42,-26.99,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,102.08,4.85,16.0,12.51,52.78,36.81,495.06,,,-,481.71,163.27,160.46,33.89,33.31,20.86,4.54,110.96,145.84,-34.88,,,,,,,,,,,,4.0,,,43750.0,,,76.77,,,Naver/FnGuide,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,,,,,2,1,1,1,,,,,의료용 기기 제조업,의료용 기기 제조업,2026-09-18,4.25,8,0,20,0,0,0,1,1,30,D,82
100790.KQ,100790,미래에셋벤처투자,9381,우량기업부,,KOSDAQ,주권,KRX,17670.0,15872.5,15584.5,29487.25,24528.35,-27.96091053821394,67400.0,-73.78338278931751,63.25224071691606,21.86,-11.87,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,263.75,20.88,4.11,14.95,1.98,8.47,190.79,2.52,123.57,12.85,457 -> 160 -> 582,2398.48,351.16,309.3,14.64,12.9,488.15,486.97,724.58,7218.06,-6493.48,,,,,,,0.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,0.06,,,,,3,2,2,2,,,,12.85,기타 금융업,기타 금융업,2026-09-18,4.25,8,3,6,20,8,10,3,1,59,B,83
086450.KQ,086450,동국제약,9340,우량기업부,,KOSDAQ,주권,KRX,21050.0,20524.5,19400.333333333332,21017.0,19931.75,5.610395474556926,29900.0,-29.59866220735786,35.22167487672583,18.46,15.72,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,7.91,13.15,12.52,12.98,1.42,10.42,39.17,14.12,20.15,18.31,1043 -> 1353 -> 1460,9268.84,965.54,739.33,10.42,7.98,687.6,227.63,561.79,2991.58,-2429.79,0.95,13.67,200.0,90.22,OpenDART,3.57,5.0,False,5.0,OpenDART,,4.0,,,30000.0,,,42.52,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,1.64,2025.0,11011.0,3.99,7.59,7,5,6,6,-64.41,28.0,-53.64,18.31,의약품 제조업,의약품 제조업,2026-09-18,4.25,8,6,12,5,12,5,5,5,58,B,84
417200.KQ,417200,LS머트리얼즈,9133,중견기업부,,KOSDAQ,주권,KRX,13730.0,11581.0,11983.333333333334,16726.333333333332,16135.6,-14.90864919804656,31250.0,-56.064,70.17208412983128,26.43,-9.55,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,1535.82,-1.42,-10.07,-0.09,-0.66,56.41,-180.83,574.27,684.56,-110.29,0.16,,22.0,14.88,OpenDART,,1.0,,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,5.21,15.99,9,6,7,7,,21.0,,,전자부품 제조업,전자부품 제조업,2026-09-18,4.25,0,0,0,0,0,0,1,3,4,D,85
950260.KQ,950260,인제니아테라퓨틱스(Reg.S),9132,기술성장기업부,,KOSDAQ,주식예탁증권,KRX,18330.0,16539.5,,,,,19290.0,-4.976671850699844,52.59203606305512,16.23,,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-18,,,,,,,,21.36,-25.16,9,2,8,8,,,,,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-09-18,4.25,0,0,0,0,0,0,5,0,5,D,86
119850.KQ,119850,지엔씨에너지,8915,우량기업부,,KOSDAQ,주권,KRX,54000.0,48115.0,41106.0,35211.416666666664,35020.35,54.196060290659574,55400.0,-2.527075812274368,65.61264822130757,11.92,171.08,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,2626.34,493.72,400.17,18.8,15.24,410.79,372.73,779.47,1493.04,-713.57,,6.1,,24.25,OpenDART,,,,,,,,,,,,,,,,,,KRW,2026-09-18,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,3,2,2,2,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-09-18,4.25,0,0,0,0,0,0,1,0,1,D,87
101490.KQ,101490,에스앤에스텍,8896,우량기업부,,KOSDAQ,주권,KRX,41450.0,41150.0,43296.666666666664,62215.833333333336,65527.25,-36.74387373192069,105100.0,-60.561370123691724,49.84423676008113,1.97,-24.08,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,91.27,24.46,12.13,14.11,2.6,21.24,29.18,38.47,70.85,50.19,1205 -> 1421 -> 2718,2437.33,503.9,580.93,20.67,23.83,468.82,-175.92,800.1,887.84,-87.74,0.48,7.2,200.0,41.66,OpenDART,10.06,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,0.15,2025.0,11011.0,5.38,12.3,9,5,6,6,-51.67,24.0,-41.21,50.19,전자부품 제조업,전자부품 제조업,2026-09-18,4.25,8,3,20,20,15,10,5,1,82,A,88
356860.KQ,356860,티엘비,8876,우량기업부,,KOSDAQ,주권,KRX,37450.0,38267.5,34515.666666666664,39302.808333333334,35296.395,6.101487134875965,62887.0,-40.44874139329273,28.638497652544515,20.42,-4.52,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,426.04,64.33,4.71,18.0,5.54,15.99,95.41,43.61,664.71,175.65,117 -> 169 -> 889,2584.98,259.63,189.53,10.04,7.33,81.85,-286.99,245.12,1202.53,-957.41,,22.97,,43.75,OpenDART,,0.0,,1.0,OpenDART,,4.0,,,58375.0,,,55.87,,,Naver/FnGuide,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,0.04,2025.0,11011,5.11,14.92,9,5,6,6,8.41,24.0,-25.0,175.65,전자부품 제조업,전자부품 제조업,2026-09-18,4.25,8,0,16,20,15,10,3,5,77,A,89
327260.KQ,327260,RF머트리얼즈,8742,벤처기업부,,KOSDAQ,주권,KRX,48650.0,39002.5,31370.466666666667,36891.308333333334,29102.775,67.16618947849474,59463.0,-18.184417200612145,76.80180180175337,47.87,69.78,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,640.84,73.7,103.77,11.5,16.19,71.61,42.5,312.69,418.04,-105.35,,,,,,,0.0,,1.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,,,,,4,0,0,0,,,,,,,2026-09-18,4.25,0,0,0,0,0,0,1,5,6,D,90
065350.KQ,065350,신성델타테크,8643,우량기업부,,KOSDAQ,주권,KRX,30900.0,30455.0,29877.5,40133.75,49545.25,-37.632770043546046,121700.0,-74.60969597370584,47.23926380359983,10.75,-15.34,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,73.25,81.02,3.48,29.33,3.38,9.51,161.32,7.19,4.53,,456 -> 790,9453.64,276.9,242.07,2.93,2.56,143.76,-801.57,706.02,5756.98,-5050.96,0.39,13.6,120.0,32.98,OpenDART,0.0,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,0.4,2025.0,11011.0,,,1,0,0,0,,,,,가정용 기기 제조업,가정용 기기 제조업,2026-09-18,4.25,0,0,6,20,0,10,5,1,42,C,91
099320.KQ,099320,쎄트렉아이,8607,우량기업부,,KOSDAQ,주권,KRX,78900.0,72305.0,76040.0,113610.83333333333,120975.25,-34.78004798502173,214000.0,-63.13084112149533,62.83185840704073,13.69,-14.61,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,2069.17,101.8,140.86,4.92,6.81,-740.17,-991.2,759.46,1739.99,-980.53,0.13,,100.0,10.95,OpenDART,,3.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,1,0,0,0,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-09-18,4.25,0,0,0,0,0,0,3,1,4,D,92
083450.KQ,083450,GST,8533,우량기업부,,KOSDAQ,주권,KRX,46450.0,44560.0,45532.5,47030.416666666664,39423.75,17.822378642315865,66500.0,-30.15037593984962,55.42168674695056,8.02,-7.84,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,0.82,8.6,22.49,14.24,2.39,16.15,26.8,4.14,1.02,13.24,1916 -> 2437 -> 2457,3471.59,591.72,455.84,17.04,13.13,415.92,286.86,718.89,816.55,-97.66,1.4,25.68,650.0,116.27,OpenDART,29.4,5.0,True,5.0,OpenDART,,4.0,,,65000.0,,,39.94,,,Naver/FnGuide,,KRW,2026-09-16,2025.0,CFS,11011.0,OpenDART,17.37,2025.0,11011.0,5.79,8.16,20,17,18,18,-58.72,32.0,-55.5,13.24,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-09-18,4.25,8,3,16,0,8,2,3,5,45,C,93
014620.KQ,014620,성광벤드,8524,우량기업부,,KOSDAQ,주권,KRX,32300.0,31370.0,28030.0,32186.666666666668,31554.0,2.3642010521645433,48300.0,-33.126293995859214,50.9345794391857,40.74,14.13,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,-11.68,15.11,35.34,20.0,1.44,6.45,7.42,7.91,0.0,-3.72,1370 -> 1438 -> 1270,2456.7,419.56,344.32,17.08,14.02,378.8,324.24,558.16,407.71,150.45,0.62,15.4,200.0,53.11,OpenDART,25.99,5.0,False,5.0,OpenDART,,4.0,,,44333.0,,,37.25,,,Naver/FnGuide,,KRW,2026-09-17,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,,,1,0,0,0,,,,-3.72,1차 철강 제조업,1차 철강 제조업,2026-09-18,4.25,4,6,6,0,0,0,5,5,26,D,94
160190.KQ,160190,하이젠알앤엠,8463,중견기업부,,KOSDAQ,주권,KRX,26550.0,20712.5,18631.166666666668,26974.75,40679.85,-34.73427261899933,85400.0,-68.91100702576112,68.78232251993592,45.48,15.94,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,735.44,-89.09,-71.02,-12.11,-9.66,-96.85,-150.13,227.02,595.93,-368.91,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,,,,,4,0,0,0,,,,,,,2026-09-18,4.25,0,0,0,0,0,0,1,1,2,D,95
031330.KQ,031330,에스에이엠티,8349,우량기업부,,KOSDAQ,주권,KRX,8340.0,8028.0,9510.333333333334,10179.333333333334,7883.275,5.793594667190988,18860.0,-55.77942735949099,56.66666666622593,6.24,-35.25,daily_close,NXT 미확인,2026-09-19 00:20 KST,,,,,,,,,,,,,-,37565.94,1139.01,758.29,3.03,2.02,-1202.55,-1206.28,983.32,8901.87,-7918.55,2.76,29.6,230.0,224.35,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-09-19,2025.0,CFS,11011,OpenDART,,2025.0,11011,,,4,0,0,0,,,,,,,2026-09-18,4.25,0,0,0,0,0,0,3,3,6,D,96
